"","contrast","estimate","SE","df","t.ratio","p.value"
"159","What are the indicators of success of CBFM Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",1.06060606060585,0.69978005753255,332750.024773294,1.51562773072669,0.999908027899048
"160","What are the indicators of success of CBFM Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",0.54545454545455,0.164818905853912,1024,3.30941734280177,0.218164761277604
"161","What are the indicators of success of CBFM Elicit - What are the indicators of success of CBFM GPT4x1",0.757575757575762,0.164818905853913,1024.00000000008,4.59641297611355,0.00219269963678381
"162","What are the indicators of success of CBFM Elicit - How was the data on benefits collected GPT4x1",0.909090909091508,0.699780057532492,332750.024806074,1.29910948348124,0.999996991551097
"163","What are the indicators of success of CBFM Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",1.15151515151494,0.69978005753255,332750.024773294,1.64553867907472,0.999522846392753
"164","What are the indicators of success of CBFM Elicit - Guidelines for future implementation of CBFM GPT4x1",0.787878787879447,0.699780057532461,332750.024773294,1.12589488568399,0.999999909193028
"165","What are the indicators of success of CBFM Elicit - How does the community monitor the system they are managing GPT4x1",1.212121212121,0.69978005753255,332750.024773294,1.73214597797341,0.998758936391684
"166","What are the indicators of success of CBFM Elicit - How does the community make decisions GPT4x1",0.424242424242429,0.164818905853913,1024,2.5739912666236,0.770601171440804
"167","What are the indicators of success of CBFM Elicit - Which country was the study conducted in GPT4x3",0.0606060606066508,0.699780057532493,332750.024806074,0.0866072988995356,1
"168","What are the indicators of success of CBFM Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",1.15151515151575,0.699780057532492,332750.024806074,1.64553867907601,0.999522846392746
"169","What are the indicators of success of CBFM Elicit - What management mechanisms are used GPT4x3",1.15151515151581,0.699780057532461,332750.024773294,1.64553867907617,0.999522846392745
"170","What are the indicators of success of CBFM Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.999999999999793,0.69978005753255,332750.024773294,1.42902043182801,0.999973841543332
"171","What are the indicators of success of CBFM Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",0.212121212121216,0.164818905853912,1024.00000000008,1.28699563331182,0.999997281684549
"172","What are the indicators of success of CBFM Elicit - What are the indicators of success of CBFM GPT4x3",0.515151515151519,0.164818905853913,1024.00000000008,3.12556082375722,0.333986342190695
"173","What are the indicators of success of CBFM Elicit - How was the data on benefits collected GPT4x3",0.909090909091508,0.699780057532492,332750.024806074,1.29910948348124,0.999996991551097
"174","What are the indicators of success of CBFM Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.939393939393732,0.69978005753255,332750.024773294,1.34241313292932,0.999993562901905
"175","What are the indicators of success of CBFM Elicit - Guidelines for future implementation of CBFM GPT4x3",0.575757575758235,0.699780057532461,332750.024773294,0.822769339538556,0.999999999981265
"176","What are the indicators of success of CBFM Elicit - How does the community monitor the system they are managing GPT4x3",1.212121212121,0.69978005753255,332750.024773294,1.73214597797341,0.998758936391684
"177","What are the indicators of success of CBFM Elicit - How does the community make decisions GPT4x3",0.303030303030308,0.164818905853913,1024.00000000008,1.83856519044544,0.996306053539564
"178","How was the data on benefits collected Elicit - (What are the reported barriers to success of Community-Based Fisheries Management Elicit)",-0.272727272728077,0.69978005753252,332750.024806074,-0.389732845045249,1
"179","How was the data on benefits collected Elicit - Guidelines for future implementation of CBFM Elicit",-0.303030303030239,0.699780057532606,332750.024797879,-0.433036494493299,1
"180","How was the data on benefits collected Elicit - How does the community monitor the system they are managing Elicit",0.151515151514348,0.69978005753252,332750.024806074,0.216518247245574,1
"181","How was the data on benefits collected Elicit - How does the community make decisions Elicit",-0.878787878788472,0.699780057532494,332750.024806074,-1.25580583403188,0.999998653079466
"182","How was the data on benefits collected Elicit - Which country was the study conducted in GPT4x1",-0.333333333333335,0.164818905853913,1024,-2.02242170948996,0.984010198101153
"183","How was the data on benefits collected Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1)",0.212121212121218,0.164818905853913,1024.00000000008,1.28699563331182,0.999997281684549
"184","How was the data on benefits collected Elicit - What management mechanisms are used GPT4x1",0.545454545454612,0.699780057532607,332750.024797879,0.779465690088197,0.999999999995988
"185","How was the data on benefits collected Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",0.212121212120412,0.699780057532519,332750.024806074,0.303125546144267,1
"186","How was the data on benefits collected Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",-0.303030303030892,0.699780057532493,332750.024806074,-0.433036494494302,1
"187","How was the data on benefits collected Elicit - What are the indicators of success of CBFM GPT4x1",-0.0909090909096799,0.699780057532493,332750.024806074,-0.12991094834888,1
"188","How was the data on benefits collected Elicit - How was the data on benefits collected GPT4x1",0.0606060606060662,0.164818905853913,1024.00000000008,0.367713038089116,1
"189","How was the data on benefits collected Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.303030303029502,0.699780057532519,332750.024806074,0.433036494492301,1
"190","How was the data on benefits collected Elicit - Guidelines for future implementation of CBFM GPT4x1",-0.0606060606059943,0.699780057532607,332750.024806074,-0.0866072988985833,1
"191","How was the data on benefits collected Elicit - How does the community monitor the system they are managing GPT4x1",0.363636363635563,0.699780057532518,332750.024806074,0.51964379339099,1
"192","How was the data on benefits collected Elicit - How does the community make decisions GPT4x1",-0.424242424243013,0.699780057532493,332750.024806074,-0.606251092291687,1
"193","How was the data on benefits collected Elicit - Which country was the study conducted in GPT4x3",-0.787878787878791,0.164818905853913,1023.99999999993,-4.78026949515809,0.000944238487108562
"194","How was the data on benefits collected Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.303030303030309,0.164818905853913,1024,1.83856519044545,0.996306053539564
"195","How was the data on benefits collected Elicit - What management mechanisms are used GPT4x3",0.303030303030369,0.699780057532608,332750.024806074,0.433036494493485,1
"196","How was the data on benefits collected Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.151515151514351,0.699780057532518,332750.024806074,0.216518247245578,1
"197","How was the data on benefits collected Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.636363636364225,0.699780057532493,332750.024806074,-0.909376638437109,0.999999999686976
"198","How was the data on benefits collected Elicit - What are the indicators of success of CBFM GPT4x3",-0.333333333333922,0.699780057532493,332750.024806074,-0.476340143943649,1
"199","How was the data on benefits collected Elicit - How was the data on benefits collected GPT4x3",0.0606060606060662,0.164818905853913,1024.00000000008,0.367713038089116,1
"200","How was the data on benefits collected Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.0909090909082903,0.699780057532519,332750.024806074,0.129910948346889,1
"201","How was the data on benefits collected Elicit - Guidelines for future implementation of CBFM GPT4x3",-0.272727272727206,0.699780057532607,332750.024806074,-0.389732845043956,1
"202","How was the data on benefits collected Elicit - How does the community monitor the system they are managing GPT4x3",0.363636363635563,0.699780057532518,332750.024806074,0.51964379339099,1
"203","How was the data on benefits collected Elicit - How does the community make decisions GPT4x3",-0.545454545455134,0.699780057532492,332750.024806074,-0.779465690089071,0.999999999995988
"204","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - Guidelines for future implementation of CBFM Elicit",-0.0303030303021621,0.699780057532468,332750.024773294,-0.0433036494481069,1
"205","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - How does the community monitor the system they are managing Elicit",0.424242424242425,0.164818905853912,1024.00000000008,2.57399126662359,0.770601171440815
"206","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - How does the community make decisions Elicit",-0.606060606060395,0.699780057532551,332750.024773294,-0.866072988986549,0.99999999991923
"207","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - Which country was the study conducted in GPT4x1",-0.0606060606052584,0.699780057532519,332750.024806074,-0.0866072988975426,1
"208","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1)",0.484848484849295,0.699780057532519,332750.024806074,0.692858391190669,1
"209","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - What management mechanisms are used GPT4x1",0.818181818182689,0.699780057532469,332750.024773294,1.16919853513363,0.999999765261791
"210","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",0.484848484848488,0.164818905853913,1024,2.94170430471268,0.475788804733277
"211","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",-0.0303030303028151,0.69978005753255,332750.024773294,-0.043303649449035,1
"212","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - What are the indicators of success of CBFM GPT4x1",0.181818181818397,0.69978005753255,332750.024773294,0.259821896696363,1
"213","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - How was the data on benefits collected GPT4x1",0.333333333334143,0.699780057532519,332750.024806074,0.476340143943946,1
"214","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.575757575757579,0.164818905853913,1024.00000000008,3.4932738618463,0.13324521524006
"215","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - Guidelines for future implementation of CBFM GPT4x1",0.212121212122083,0.699780057532469,332750.024773294,0.303125546146677,1
"216","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - How does the community monitor the system they are managing GPT4x1",0.63636363636364,0.164818905853912,1024.00000000008,3.86098689993539,0.0414674424044943
"217","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - How does the community make decisions GPT4x1",-0.151515151514936,0.69978005753255,332750.024773294,-0.216518247246405,1
"218","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - Which country was the study conducted in GPT4x3",-0.515151515150714,0.699780057532519,332750.024806074,-0.736162040637711,0.999999999999399
"219","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.575757575758386,0.699780057532519,332750.024806074,0.822769339538703,0.999999999981265
"220","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - What management mechanisms are used GPT4x3",0.575757575758446,0.699780057532469,332750.024773294,0.822769339538847,0.999999999981265
"221","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.424242424242428,0.164818905853913,1024,2.5739912666236,0.770601171440808
"222","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.363636363636148,0.69978005753255,332750.024773294,-0.519643793391803,1
"223","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - What are the indicators of success of CBFM GPT4x3",-0.0606060606058453,0.69978005753255,332750.024773294,-0.0866072988983775,1
"224","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - How was the data on benefits collected GPT4x3",0.333333333334143,0.699780057532519,332750.024806074,0.476340143943946,1
"225","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.363636363636367,0.164818905853913,1024.00000000008,2.20627822853451,0.950115818993173
"226","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - Guidelines for future implementation of CBFM GPT4x3",8.70414851306123e-13,0.699780057532469,332750.024773294,1.24384060668339e-12,1
"227","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - How does the community monitor the system they are managing GPT4x3",0.63636363636364,0.164818905853912,1024,3.86098689993539,0.0414674424044943
"228","(What are the reported barriers to success of Community-Based Fisheries Management Elicit) - How does the community make decisions GPT4x3",-0.272727272727057,0.69978005753255,332750.024773294,-0.389732845043775,1
"229","Guidelines for future implementation of CBFM Elicit - How does the community monitor the system they are managing Elicit",0.454545454544587,0.699780057532469,332750.024773294,0.649554741738975,1
"230","Guidelines for future implementation of CBFM Elicit - How does the community make decisions Elicit",-0.575757575758233,0.69978005753246,332750.024773294,-0.822769339538554,0.999999999981265
"231","Guidelines for future implementation of CBFM Elicit - Which country was the study conducted in GPT4x1",-0.0303030303030963,0.699780057532607,332750.024797879,-0.0433036494494334,1
"232","Guidelines for future implementation of CBFM Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1)",0.515151515151457,0.699780057532605,332750.024797879,0.736162040638682,0.999999999999399
"233","Guidelines for future implementation of CBFM Elicit - What management mechanisms are used GPT4x1",0.848484848484851,0.164818905853912,1023.99999999993,5.14798253324718,0.000156258348638083
"234","Guidelines for future implementation of CBFM Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",0.51515151515065,0.699780057532467,332750.024773294,0.736162040637675,0.999999999999399
"235","Guidelines for future implementation of CBFM Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",-6.53026244190613e-13,0.699780057532459,332750.024773294,-9.33187845468607e-13,1
"236","Guidelines for future implementation of CBFM Elicit - What are the indicators of success of CBFM GPT4x1",0.212121212120559,0.699780057532459,332750.024773294,0.303125546144504,1
"237","Guidelines for future implementation of CBFM Elicit - How was the data on benefits collected GPT4x1",0.363636363636305,0.699780057532605,332750.024797879,0.519643793391986,1
"238","Guidelines for future implementation of CBFM Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.606060606059741,0.699780057532467,332750.024773294,0.866072988985717,0.99999999991923
"239","Guidelines for future implementation of CBFM Elicit - Guidelines for future implementation of CBFM GPT4x1",0.242424242424245,0.164818905853913,1023.99999999993,1.47085215235634,0.999946278350876
"240","Guidelines for future implementation of CBFM Elicit - How does the community monitor the system they are managing GPT4x1",0.666666666665802,0.699780057532467,332750.024773294,0.952680287884413,0.999999998881955
"241","Guidelines for future implementation of CBFM Elicit - How does the community make decisions GPT4x1",-0.121212121212774,0.699780057532459,332750.024773294,-0.173214597798326,1
"242","Guidelines for future implementation of CBFM Elicit - Which country was the study conducted in GPT4x3",-0.484848484848552,0.699780057532607,332750.024797879,-0.69285839118952,1
"243","Guidelines for future implementation of CBFM Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.606060606060548,0.699780057532605,332750.024797879,0.866072988986699,0.99999999991923
"244","Guidelines for future implementation of CBFM Elicit - What management mechanisms are used GPT4x3",0.606060606060608,0.164818905853912,1023.99999999993,3.67713038089085,0.0764850275677792
"245","Guidelines for future implementation of CBFM Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.45454545454459,0.699780057532467,332750.024773294,0.649554741738979,1
"246","Guidelines for future implementation of CBFM Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.333333333333986,0.699780057532459,332750.024773294,-0.476340143943763,1
"247","Guidelines for future implementation of CBFM Elicit - What are the indicators of success of CBFM GPT4x3",-0.0303030303036833,0.699780057532459,332750.024773294,-0.0433036494502813,1
"248","Guidelines for future implementation of CBFM Elicit - How was the data on benefits collected GPT4x3",0.363636363636305,0.699780057532605,332750.024797879,0.519643793391986,1
"249","Guidelines for future implementation of CBFM Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.393939393938529,0.699780057532467,332750.024773294,0.562947442840284,1
"250","Guidelines for future implementation of CBFM Elicit - Guidelines for future implementation of CBFM GPT4x3",0.0303030303030325,0.164818905853913,1023.99999999993,0.183856519044554,1
"251","Guidelines for future implementation of CBFM Elicit - How does the community monitor the system they are managing GPT4x3",0.666666666665802,0.699780057532467,332750.024773294,0.952680287884413,0.999999998881955
"252","Guidelines for future implementation of CBFM Elicit - How does the community make decisions GPT4x3",-0.242424242424895,0.699780057532459,332750.024773294,-0.346429195595718,1
"253","How does the community monitor the system they are managing Elicit - How does the community make decisions Elicit",-1.03030303030282,0.699780057532551,332750.024773294,-1.47232408127735,0.999950103659674
"254","How does the community monitor the system they are managing Elicit - Which country was the study conducted in GPT4x1",-0.484848484847684,0.699780057532519,332750.024806074,-0.692858391188366,1
"255","How does the community monitor the system they are managing Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1)",0.0606060606068693,0.699780057532519,332750.024806074,0.0866072988998446,1
"256","How does the community monitor the system they are managing Elicit - What management mechanisms are used GPT4x1",0.393939393940263,0.69978005753247,332750.024773294,0.56294744284276,1
"257","How does the community monitor the system they are managing Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",0.0606060606060631,0.164818905853912,1024.00000000008,0.367713038089098,1
"258","How does the community monitor the system they are managing Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",-0.45454545454524,0.69978005753255,332750.024773294,-0.649554741739832,1
"259","How does the community monitor the system they are managing Elicit - What are the indicators of success of CBFM GPT4x1",-0.242424242424028,0.69978005753255,332750.024773294,-0.346429195594434,1
"260","How does the community monitor the system they are managing Elicit - How was the data on benefits collected GPT4x1",-0.0909090909082823,0.699780057532519,332750.024806074,-0.129910948346878,1
"261","How does the community monitor the system they are managing Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.151515151515154,0.164818905853912,1024.00000000008,0.919282595222721,0.999999999501753
"262","How does the community monitor the system they are managing Elicit - Guidelines for future implementation of CBFM GPT4x1",-0.212121212120343,0.699780057532469,332750.024773294,-0.30312554614419,1
"263","How does the community monitor the system they are managing Elicit - How does the community monitor the system they are managing GPT4x1",0.212121212121214,0.164818905853913,1024.00000000008,1.2869956333118,0.999997281684549
"264","How does the community monitor the system they are managing Elicit - How does the community make decisions GPT4x1",-0.575757575757362,0.69978005753255,332750.024773294,-0.822769339537202,0.999999999981265
"265","How does the community monitor the system they are managing Elicit - Which country was the study conducted in GPT4x3",-0.939393939393139,0.699780057532519,332750.024806074,-1.34241313292853,0.999993562901905
"266","How does the community monitor the system they are managing Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.15151515151596,0.699780057532519,332750.024806074,0.216518247247878,1
"267","How does the community monitor the system they are managing Elicit - What management mechanisms are used GPT4x3",0.151515151516021,0.69978005753247,332750.024773294,0.21651824724798,1
"268","How does the community monitor the system they are managing Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",2.4980018054066e-15,0.164818905853912,1024,1.51560392447983e-14,1
"269","How does the community monitor the system they are managing Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.787878787878574,0.69978005753255,332750.024773294,-1.1258948856826,0.999999909193028
"270","How does the community monitor the system they are managing Elicit - What are the indicators of success of CBFM GPT4x3",-0.484848484848271,0.69978005753255,332750.024773294,-0.692858391189175,1
"271","How does the community monitor the system they are managing Elicit - How was the data on benefits collected GPT4x3",-0.0909090909082822,0.699780057532519,332750.024806074,-0.129910948346878,1
"272","How does the community monitor the system they are managing Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",-0.0606060606060581,0.164818905853912,1024.00000000008,-0.367713038089068,1
"273","How does the community monitor the system they are managing Elicit - Guidelines for future implementation of CBFM GPT4x3",-0.424242424241555,0.699780057532469,332750.024773294,-0.606251092289623,1
"274","How does the community monitor the system they are managing Elicit - How does the community monitor the system they are managing GPT4x3",0.212121212121215,0.164818905853913,1024.00000000008,1.2869956333118,0.999997281684549
"275","How does the community monitor the system they are managing Elicit - How does the community make decisions GPT4x3",-0.696969696969482,0.69978005753255,332750.024773294,-0.995983937334572,0.99999999629452
"276","How does the community make decisions Elicit - Which country was the study conducted in GPT4x1",0.545454545455137,0.699780057532493,332750.024806074,0.779465690089075,0.999999999995988
"277","How does the community make decisions Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1)",1.09090909090969,0.699780057532492,332750.024806074,1.55893138017732,0.999835885704216
"278","How does the community make decisions Elicit - What management mechanisms are used GPT4x1",1.42424242424308,0.69978005753246,332750.024773294,2.0352715241203,0.983123710293149
"279","How does the community make decisions Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",1.09090909090888,0.69978005753255,332750.024773294,1.55893138017604,0.999835885704219
"280","How does the community make decisions Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",0.57575757575758,0.164818905853914,1024,3.49327386184628,0.133245215240067
"281","How does the community make decisions Elicit - What are the indicators of success of CBFM GPT4x1",0.787878787878792,0.164818905853913,1024,4.7802694951581,0.000944238487108784
"282","How does the community make decisions Elicit - How was the data on benefits collected GPT4x1",0.939393939394539,0.699780057532492,332750.024806074,1.34241313293059,0.999993562901904
"283","How does the community make decisions Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",1.18181818181797,0.69978005753255,332750.024773294,1.68884232852406,0.999220215090219
"284","How does the community make decisions Elicit - Guidelines for future implementation of CBFM GPT4x1",0.818181818182478,0.699780057532461,332750.024773294,1.16919853513334,0.999999765261791
"285","How does the community make decisions Elicit - How does the community monitor the system they are managing GPT4x1",1.24242424242404,0.69978005753255,332750.024773294,1.77544962742275,0.998073950170874
"286","How does the community make decisions Elicit - How does the community make decisions GPT4x1",0.454545454545459,0.164818905853913,1024.00000000008,2.75784778566814,0.628698275957226
"287","How does the community make decisions Elicit - Which country was the study conducted in GPT4x3",0.0909090909096814,0.699780057532493,332750.024806074,0.129910948348882,1
"288","How does the community make decisions Elicit - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",1.18181818181878,0.699780057532492,332750.024806074,1.68884232852535,0.999220215090208
"289","How does the community make decisions Elicit - What management mechanisms are used GPT4x3",1.18181818181884,0.699780057532461,332750.024773294,1.68884232852552,0.999220215090206
"290","How does the community make decisions Elicit - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",1.03030303030282,0.69978005753255,332750.024773294,1.47232408127735,0.999950103659674
"291","How does the community make decisions Elicit - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",0.242424242424247,0.164818905853914,1024,1.47085215235635,0.999946278350876
"292","How does the community make decisions Elicit - What are the indicators of success of CBFM GPT4x3",0.54545454545455,0.164818905853913,1024.00000000008,3.30941734280177,0.218164761277604
"293","How does the community make decisions Elicit - How was the data on benefits collected GPT4x3",0.939393939394539,0.699780057532492,332750.024806074,1.34241313293059,0.999993562901904
"294","How does the community make decisions Elicit - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.969696969696763,0.69978005753255,332750.024773294,1.38571678237867,0.999986773246304
"295","How does the community make decisions Elicit - Guidelines for future implementation of CBFM GPT4x3",0.606060606061266,0.699780057532461,332750.024773294,0.866072988987905,0.99999999991923
"296","How does the community make decisions Elicit - How does the community monitor the system they are managing GPT4x3",1.24242424242404,0.69978005753255,332750.024773294,1.77544962742275,0.998073950170874
"297","How does the community make decisions Elicit - How does the community make decisions GPT4x3",0.333333333333338,0.164818905853913,1024.00000000008,2.02242170948998,0.984010198101151
"298","Which country was the study conducted in GPT4x1 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1)",0.545454545454553,0.164818905853913,1024,3.30941734280179,0.218164761277593
"299","Which country was the study conducted in GPT4x1 - What management mechanisms are used GPT4x1",0.878787878787947,0.699780057532608,332750.024806074,1.25580583403093,0.999998653079466
"300","Which country was the study conducted in GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",0.545454545453747,0.699780057532518,332750.024806074,0.77946569008706,0.999999999995988
"301","Which country was the study conducted in GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",0.0303030303024433,0.699780057532492,332750.024806074,0.0433036494485073,1
"302","Which country was the study conducted in GPT4x1 - What are the indicators of success of CBFM GPT4x1",0.242424242423655,0.699780057532492,332750.024806074,0.34642919559393,1
"303","Which country was the study conducted in GPT4x1 - How was the data on benefits collected GPT4x1",0.393939393939401,0.164818905853913,1024,2.39013474757908,0.880817816842979
"304","Which country was the study conducted in GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.636363636362838,0.699780057532518,332750.024806074,0.909376638435094,0.999999999686976
"305","Which country was the study conducted in GPT4x1 - Guidelines for future implementation of CBFM GPT4x1",0.272727272727341,0.699780057532608,332750.024806074,0.389732845044148,1
"306","Which country was the study conducted in GPT4x1 - How does the community monitor the system they are managing GPT4x1",0.696969696968898,0.699780057532518,332750.024806074,0.995983937333783,0.99999999629452
"307","Which country was the study conducted in GPT4x1 - How does the community make decisions GPT4x1",-0.0909090909096779,0.699780057532492,332750.024806074,-0.129910948348877,1
"308","Which country was the study conducted in GPT4x1 - Which country was the study conducted in GPT4x3",-0.454545454545456,0.164818905853913,1023.9999999997,-2.75784778566812,0.628698275957244
"309","Which country was the study conducted in GPT4x1 - (Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x3)",0.636363636363644,0.164818905853913,1024,3.86098689993541,0.0414674424044918
"310","Which country was the study conducted in GPT4x1 - What management mechanisms are used GPT4x3",0.636363636363705,0.699780057532608,332750.024806074,0.909376638436215,0.999999999686976
"311","Which country was the study conducted in GPT4x1 - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x3)",0.484848484847686,0.699780057532518,332750.024806074,0.692858391188371,1
"312","Which country was the study conducted in GPT4x1 - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x3)",-0.30303030303089,0.699780057532492,332750.024806074,-0.4330364944943,1
"313","Which country was the study conducted in GPT4x1 - What are the indicators of success of CBFM GPT4x3",-5.86919401968089e-13,0.699780057532492,332750.024806074,-8.38719817248918e-13,1
"314","Which country was the study conducted in GPT4x1 - How was the data on benefits collected GPT4x3",0.393939393939401,0.164818905853913,1024,2.39013474757908,0.880817816842979
"315","Which country was the study conducted in GPT4x1 - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x3)",0.424242424241626,0.699780057532518,332750.024806074,0.606251092289682,1
"316","Which country was the study conducted in GPT4x1 - Guidelines for future implementation of CBFM GPT4x3",0.0606060606061288,0.699780057532608,332750.024806074,0.0866072988987754,1
"317","Which country was the study conducted in GPT4x1 - How does the community monitor the system they are managing GPT4x3",0.696969696968898,0.699780057532518,332750.024806074,0.995983937333783,0.99999999629452
"318","Which country was the study conducted in GPT4x1 - How does the community make decisions GPT4x3",-0.212121212121799,0.699780057532492,332750.024806074,-0.303125546146261,1
"319","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - What management mechanisms are used GPT4x1",0.333333333333394,0.699780057532606,332750.024797879,0.476340143942816,1
"320","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - (Which groups of people are involved in the management as part of the CBFM case-studies GPT4x1)",-8.0629947163402e-13,0.699780057532517,332750.024806074,-1.15221841913743e-12,1
"321","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - (What benefits of Community-Based Fisheries Management are reported in this case study GPT4x1)",-0.51515151515211,0.699780057532492,332750.024806074,-0.736162040639735,0.999999999999399
"322","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - What are the indicators of success of CBFM GPT4x1",-0.303030303030898,0.699780057532492,332750.024806074,-0.433036494494311,1
"323","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - How was the data on benefits collected GPT4x1",-0.151515151515152,0.164818905853913,1024,-0.919282595222706,0.999999999501753
"324","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - (What are the reported barriers to success of Community-Based Fisheries Management GPT4x1)",0.0909090909082846,0.699780057532517,332750.024806074,0.129910948346881,1
"325","(Provide some background as to the drivers and/or motivators of community-based fisheries management. GPT4x1) - Guidelines for future implementation of CBFM GPT4x1",-0.272727272727212,0.699780057532606,332750.024797879,-0.389732845043965,1
